Category,CN Code,Description,Country,Type,Value
Iron or steel products,7228 70,"Angles, shapes and sections",Brazil,Direct,2.14
Iron or steel products,7228 70,"Angles, shapes and sections",Brazil,Indirect,0.11
Iron or steel products,7228 70,"Angles, shapes and sections",Brazil,Total,2.25
Iron or steel products,7228 70,"Angles, shapes and sections",China,Direct,1.72
Iron or steel products,7228 70,"Angles, shapes and sections",China,Indirect,0.71
Iron or steel products,7228 70,"Angles, shapes and sections",China,Total,2.43
Iron or steel products,7228 70,"Angles, shapes and sections",India,Direct,2.71
Iron or steel products,7228 70,"Angles, shapes and sections",India,Indirect,0.45
Iron or steel products,7228 70,"Angles, shapes and sections",India,Total,3.16
Iron or steel products,7228 70,"Angles, shapes and sections",Japan,Direct,2.07
Iron or steel products,7228 70,"Angles, shapes and sections",Japan,Indirect,0.44
Iron or steel products,7228 70,"Angles, shapes and sections",Japan,Total,2.51
Iron or steel products,7228 70,"Angles, shapes and sections",South Korea,Direct,1.74
Iron or steel products,7228 70,"Angles, shapes and sections",South Korea,Indirect,0.47
Iron or steel products,7228 70,"Angles, shapes and sections",South Korea,Total,2.21
Iron or steel products,7228 70,"Angles, shapes and sections",Norway,Direct,0.92
Iron or steel products,7228 70,"Angles, shapes and sections",Norway,Indirect,0.08
Iron or steel products,7228 70,"Angles, shapes and sections",Norway,Total,1
Iron or steel products,7228 70,"Angles, shapes and sections",Russia,Direct,3.73
Iron or steel products,7228 70,"Angles, shapes and sections",Russia,Indirect,0.36
Iron or steel products,7228 70,"Angles, shapes and sections",Russia,Total,4.09
Iron or steel products,7228 70,"Angles, shapes and sections",Serbia,Direct,2.32
Iron or steel products,7228 70,"Angles, shapes and sections",Serbia,Indirect,0.59
Iron or steel products,7228 70,"Angles, shapes and sections",Serbia,Total,2.91
Iron or steel products,7228 70,"Angles, shapes and sections",South Africa,Direct,3.41
Iron or steel products,7228 70,"Angles, shapes and sections",South Africa,Indirect,1.31
Iron or steel products,7228 70,"Angles, shapes and sections",South Africa,Total,4.71
Iron or steel products,7228 70,"Angles, shapes and sections",Switzerland,Direct,0.26
Iron or steel products,7228 70,"Angles, shapes and sections",Switzerland,Indirect,0.03
Iron or steel products,7228 70,"Angles, shapes and sections",Switzerland,Total,0.29
Iron or steel products,7228 70,"Angles, shapes and sections",Taiwan,Direct,1.83
Iron or steel products,7228 70,"Angles, shapes and sections",Taiwan,Indirect,0.43
Iron or steel products,7228 70,"Angles, shapes and sections",Taiwan,Total,2.26
Iron or steel products,7228 70,"Angles, shapes and sections",Türkiye,Direct,1.76
Iron or steel products,7228 70,"Angles, shapes and sections",Türkiye,Indirect,0.21
Iron or steel products,7228 70,"Angles, shapes and sections",Türkiye,Total,1.97
Iron or steel products,7228 70,"Angles, shapes and sections",Ukraine,Direct,1.52
Iron or steel products,7228 70,"Angles, shapes and sections",Ukraine,Indirect,1.09
Iron or steel products,7228 70,"Angles, shapes and sections",Ukraine,Total,2.61
Iron or steel products,7228 70,"Angles, shapes and sections",United Kingdom,Direct,1.9
Iron or steel products,7228 70,"Angles, shapes and sections",United Kingdom,Indirect,0.11
Iron or steel products,7228 70,"Angles, shapes and sections",United Kingdom,Total,2.01
Iron or steel products,7228 70,"Angles, shapes and sections",United States,Direct,1.73
Iron or steel products,7228 70,"Angles, shapes and sections",United States,Indirect,0.33
Iron or steel products,7228 70,"Angles, shapes and sections",United States,Total,2.06
Iron or steel products,7228 70,"Angles, shapes and sections",EU27,Direct,1.82
Iron or steel products,7228 70,"Angles, shapes and sections",EU27,Indirect,0.25
Iron or steel products,7228 70,"Angles, shapes and sections",EU27,Total,2.06
Iron or steel products,7228 70,"Angles, shapes and sections","Weighted average
primary",Direct,1.86
Iron or steel products,7228 70,"Angles, shapes and sections","Weighted average
primary",Indirect,0.57
Iron or steel products,7228 70,"Angles, shapes and sections","Weighted average
primary",Total,2.43
Iron or steel products,7228 80 00,Hollow drill bars and rods,Default Direct,emissions,1.86
Iron or steel products,7228 80 00,Hollow drill bars and rods,Default Indirect,emissions,0.57
Iron or steel products,7228 80 00,Hollow drill bars and rods,Default Total,emissions,2.43
Iron or steel products,7228 80 00,Hollow drill bars and rods,Belarus,Direct,0.31
Iron or steel products,7228 80 00,Hollow drill bars and rods,Belarus,Indirect,0.43
Iron or steel products,7228 80 00,Hollow drill bars and rods,Belarus,Total,0.73
Iron or steel products,7228 80 00,Hollow drill bars and rods,Brazil,Direct,2.14
Iron or steel products,7228 80 00,Hollow drill bars and rods,Brazil,Indirect,0.11
Iron or steel products,7228 80 00,Hollow drill bars and rods,Brazil,Total,2.25
Iron or steel products,7228 80 00,Hollow drill bars and rods,China,Direct,1.72
Iron or steel products,7228 80 00,Hollow drill bars and rods,China,Indirect,0.71
Iron or steel products,7228 80 00,Hollow drill bars and rods,China,Total,2.43
Iron or steel products,7228 80 00,Hollow drill bars and rods,India,Direct,2.71
Iron or steel products,7228 80 00,Hollow drill bars and rods,India,Indirect,0.45
Iron or steel products,7228 80 00,Hollow drill bars and rods,India,Total,3.16
Iron or steel products,7228 80 00,Hollow drill bars and rods,Japan,Direct,2.07
Iron or steel products,7228 80 00,Hollow drill bars and rods,Japan,Indirect,0.44
Iron or steel products,7228 80 00,Hollow drill bars and rods,Japan,Total,2.51
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Korea,Direct,1.74
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Korea,Indirect,0.47
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Korea,Total,2.21
Iron or steel products,7228 80 00,Hollow drill bars and rods,Norway,Direct,0.92
Iron or steel products,7228 80 00,Hollow drill bars and rods,Norway,Indirect,0.08
Iron or steel products,7228 80 00,Hollow drill bars and rods,Norway,Total,1
Iron or steel products,7228 80 00,Hollow drill bars and rods,Russia,Direct,3.73
Iron or steel products,7228 80 00,Hollow drill bars and rods,Russia,Indirect,0.36
Iron or steel products,7228 80 00,Hollow drill bars and rods,Russia,Total,4.09
Iron or steel products,7228 80 00,Hollow drill bars and rods,Serbia,Direct,2.32
Iron or steel products,7228 80 00,Hollow drill bars and rods,Serbia,Indirect,0.59
Iron or steel products,7228 80 00,Hollow drill bars and rods,Serbia,Total,2.91
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Africa,Direct,3.41
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Africa,Indirect,1.31
Iron or steel products,7228 80 00,Hollow drill bars and rods,South Africa,Total,4.71
Iron or steel products,7228 80 00,Hollow drill bars and rods,Switzerland,Direct,0.26
Iron or steel products,7228 80 00,Hollow drill bars and rods,Switzerland,Indirect,0.03
Iron or steel products,7228 80 00,Hollow drill bars and rods,Switzerland,Total,0.29
Iron or steel products,7228 80 00,Hollow drill bars and rods,Taiwan,Direct,1.83
Iron or steel products,7228 80 00,Hollow drill bars and rods,Taiwan,Indirect,0.43
Iron or steel products,7228 80 00,Hollow drill bars and rods,Taiwan,Total,2.26
Iron or steel products,7228 80 00,Hollow drill bars and rods,Türkiye,Direct,1.76
Iron or steel products,7228 80 00,Hollow drill bars and rods,Türkiye,Indirect,0.21
Iron or steel products,7228 80 00,Hollow drill bars and rods,Türkiye,Total,1.97
Iron or steel products,7228 80 00,Hollow drill bars and rods,Ukraine,Direct,1.52
Iron or steel products,7228 80 00,Hollow drill bars and rods,Ukraine,Indirect,1.09
Iron or steel products,7228 80 00,Hollow drill bars and rods,Ukraine,Total,2.61
Iron or steel products,7228 80 00,Hollow drill bars and rods,United Kingdom,Direct,1.9
Iron or steel products,7228 80 00,Hollow drill bars and rods,United Kingdom,Indirect,0.11
Iron or steel products,7228 80 00,Hollow drill bars and rods,United Kingdom,Total,2.01
Iron or steel products,7228 80 00,Hollow drill bars and rods,United States,Direct,1.73
Iron or steel products,7228 80 00,Hollow drill bars and rods,United States,Indirect,0.33
Iron or steel products,7228 80 00,Hollow drill bars and rods,United States,Total,2.06
Iron or steel products,7228 80 00,Hollow drill bars and rods,EU27,Direct,1.82
Iron or steel products,7228 80 00,Hollow drill bars and rods,EU27,Indirect,0.25
Iron or steel products,7228 80 00,Hollow drill bars and rods,EU27,Total,2.06
Iron or steel products,7228 80 00,Hollow drill bars and rods,"Weighted average
primary",Direct,1.86
Iron or steel products,7228 80 00,Hollow drill bars and rods,"Weighted average
primary",Indirect,0.57
Iron or steel products,7228 80 00,Hollow drill bars and rods,"Weighted average
primary",Total,2.43
Iron or steel products,7228 10 50,Forged,Default Direct,emissions,2.41
Iron or steel products,7228 10 50,Forged,Default Indirect,emissions,0.79
Iron or steel products,7228 10 50,Forged,Default Total,emissions,3.2
Iron or steel products,7228 10 50,Forged,Belarus,Direct,0.12
Iron or steel products,7228 10 50,Forged,Belarus,Indirect,0.32
Iron or steel products,7228 10 50,Forged,Belarus,Total,0.44
Iron or steel products,7228 10 50,Forged,Brazil,Direct,3.98
Iron or steel products,7228 10 50,Forged,Brazil,Indirect,0.18
Iron or steel products,7228 10 50,Forged,Brazil,Total,4.16
Iron or steel products,7228 10 50,Forged,China,Direct,1.91
Iron or steel products,7228 10 50,Forged,China,Indirect,1.1
Iron or steel products,7228 10 50,Forged,China,Total,3.01
Iron or steel products,7228 10 50,Forged,India,Direct,2.78
Iron or steel products,7228 10 50,Forged,India,Indirect,1.09
Iron or steel products,7228 10 50,Forged,India,Total,3.87
Iron or steel products,7228 10 50,Forged,Japan,Direct,2.56
Iron or steel products,7228 10 50,Forged,Japan,Indirect,0.72
Iron or steel products,7228 10 50,Forged,Japan,Total,3.28
Iron or steel products,7228 10 50,Forged,South Korea,Direct,2.09
Iron or steel products,7228 10 50,Forged,South Korea,Indirect,0.77
Iron or steel products,7228 10 50,Forged,South Korea,Total,2.86
Iron or steel products,7228 10 50,Forged,Norway,Direct,0.92
Iron or steel products,7228 10 50,Forged,Norway,Indirect,0.08
Iron or steel products,7228 10 50,Forged,Norway,Total,1
Iron or steel products,7228 10 50,Forged,Russia,Direct,3.3
Iron or steel products,7228 10 50,Forged,Russia,Indirect,0.17
Iron or steel products,7228 10 50,Forged,Russia,Total,3.47
Iron or steel products,7228 10 50,Forged,Serbia,Direct,2.31
Iron or steel products,7228 10 50,Forged,Serbia,Indirect,0.56
Iron or steel products,7228 10 50,Forged,Serbia,Total,2.88
Iron or steel products,7228 10 50,Forged,South Africa,Direct,3.41
Iron or steel products,7228 10 50,Forged,South Africa,Indirect,1.25
Iron or steel products,7228 10 50,Forged,South Africa,Total,4.65
Iron or steel products,7228 10 50,Forged,Switzerland,Direct,0.25
Iron or steel products,7228 10 50,Forged,Switzerland,Indirect,0.03
Iron or steel products,7228 10 50,Forged,Switzerland,Total,0.28
Iron or steel products,7228 10 50,Forged,Taiwan,Direct,2.08
Iron or steel products,7228 10 50,Forged,Taiwan,Indirect,0.7
Iron or steel products,7228 10 50,Forged,Taiwan,Total,2.78
Iron or steel products,7228 10 50,Forged,Türkiye,Direct,3.01
Iron or steel products,7228 10 50,Forged,Türkiye,Indirect,0.57
Iron or steel products,7228 10 50,Forged,Türkiye,Total,3.58
Iron or steel products,7228 10 50,Forged,Ukraine,Direct,1.3
Iron or steel products,7228 10 50,Forged,Ukraine,Indirect,0.82
Iron or steel products,7228 10 50,Forged,Ukraine,Total,2.12
Iron or steel products,7228 10 50,Forged,United Kingdom,Direct,2.83
Iron or steel products,7228 10 50,Forged,United Kingdom,Indirect,0.25
Iron or steel products,7228 10 50,Forged,United Kingdom,Total,3.08
Iron or steel products,7228 10 50,Forged,United States,Direct,3
Iron or steel products,7228 10 50,Forged,United States,Indirect,0.48
Iron or steel products,7228 10 50,Forged,United States,Total,3.48
Iron or steel products,7228 10 50,Forged,EU27,Direct,2.57
Iron or steel products,7228 10 50,Forged,EU27,Indirect,0.39
Iron or steel products,7228 10 50,Forged,EU27,Total,2.96
Iron or steel products,7228 10 50,Forged,"Weighted average
primary",Direct,2.41
Iron or steel products,7228 10 50,Forged,"Weighted average
primary",Indirect,0.79
Iron or steel products,7228 10 50,Forged,"Weighted average
primary",Total,3.2
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Default Direct,emissions,2.41
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Default Indirect,emissions,0.79
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Default Total,emissions,3.2
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Belarus,Direct,0.12
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Belarus,Indirect,0.32
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Belarus,Total,0.44
Iron or steel products,7228 40,"Other bars and rods, not further worked than forged",Brazil,Direct,3.98
